seed,policy,provisioning_delay_epochs,miss_to_action_cost_ratio,normalized_cost,missed_event_fraction,action_rate
20260759,satcap,2,2,0.96,0.22,0.52
20260760,no_action,0,2,1.04,0.52,0.0
20260760,no_action,1,2,1.04,0.52,0.0
20260760,no_action,2,2,1.04,0.52,0.0
20260760,reactive,0,2,0.8400000000000001,0.16,0.52
20260760,reactive,1,2,0.96,0.22,0.52
20260760,reactive,2,2,0.96,0.22,0.52
20260760,snapshot,0,2,1.02,0.12,0.78
20260760,snapshot,1,2,1.1,0.16,0.78
20260760,snapshot,2,2,0.98,0.1,0.78
20260760,satcap,0,2,0.8400000000000001,0.16,0.52
20260760,satcap,1,2,0.96,0.22,0.52
20260760,satcap,2,2,0.96,0.22,0.52
20260761,no_action,0,2,1.64,0.82,0.0
20260761,no_action,1,2,1.64,0.82,0.0
20260761,no_action,2,2,1.64,0.82,0.0
20260761,reactive,0,2,1.1,0.14,0.82
20260761,reactive,1,2,1.18,0.18,0.82
20260761,reactive,2,2,1.1,0.14,0.82
20260761,snapshot,0,2,1.4,0.44,0.52
20260761,snapshot,1,2,1.26,0.36,0.54
20260761,snapshot,2,2,1.32,0.38,0.56
20260761,satcap,0,2,1.1,0.14,0.82
20260761,satcap,1,2,1.18,0.18,0.82
20260761,satcap,2,2,1.1,0.14,0.82
20260762,no_action,0,2,1.44,0.72,0.0
20260762,no_action,1,2,1.44,0.72,0.0
20260762,no_action,2,2,1.44,0.72,0.0
20260762,reactive,0,2,0.9199999999999999,0.1,0.72
20260762,reactive,1,2,1.02,0.16,0.7
20260762,reactive,2,2,1.08,0.2,0.68
20260762,snapshot,0,2,0.92,0.02,0.88
20260762,snapshot,1,2,0.98,0.06,0.86
20260762,snapshot,2,2,1.06,0.1,0.86
20260762,satcap,0,2,0.9199999999999999,0.1,0.72
20260762,satcap,1,2,1.02,0.16,0.7
20260762,satcap,2,2,1.08,0.2,0.68
20260763,no_action,0,2,1.6,0.8,0.0
20260763,no_action,1,2,1.6,0.8,0.0
20260763,no_action,2,2,1.6,0.8,0.0
20260763,reactive,0,2,0.9600000000000001,0.08,0.8
20260763,reactive,1,2,0.98,0.08,0.82
20260763,reactive,2,2,0.96,0.06,0.84
20260763,snapshot,0,2,1.0,0.0,1.0
20260763,snapshot,1,2,1.0,0.0,1.0
20260763,snapshot,2,2,1.0,0.0,1.0
20260763,satcap,0,2,1.12,0.16,0.8
20260763,satcap,1,2,1.1600000000000001,0.18,0.8
20260763,satcap,2,2,1.12,0.16,0.8
20260764,no_action,0,2,0.68,0.34,0.0
20260764,no_action,1,2,0.68,0.34,0.0
20260764,no_action,2,2,0.68,0.34,0.0
20260764,reactive,0,2,0.74,0.2,0.34
20260764,reactive,1,2,0.7,0.18,0.34
20260764,reactive,2,2,0.8400000000000001,0.26,0.32
20260764,snapshot,0,2,0.66,0.22,0.22
20260764,snapshot,1,2,0.62,0.2,0.22
20260764,snapshot,2,2,0.76,0.28,0.2
20260764,satcap,0,2,0.74,0.2,0.34
20260764,satcap,1,2,0.7,0.18,0.34
20260764,satcap,2,2,0.8400000000000001,0.26,0.32
20260765,no_action,0,2,1.24,0.62,0.0
20260765,no_action,1,2,1.24,0.62,0.0
20260765,no_action,2,2,1.24,0.62,0.0
20260765,reactive,0,2,0.9,0.14,0.62
20260765,reactive,1,2,0.9,0.14,0.62
20260765,reactive,2,2,0.92,0.14,0.64
20260765,snapshot,0,2,0.8400000000000001,0.08,0.68
20260765,snapshot,1,2,0.8400000000000001,0.08,0.68
20260765,snapshot,2,2,0.92,0.12,0.68
20260765,satcap,0,2,0.9,0.14,0.62
20260765,satcap,1,2,0.9,0.14,0.62
20260765,satcap,2,2,0.92,0.14,0.64
20260766,no_action,0,2,1.12,0.56,0.0
20260766,no_action,1,2,1.12,0.56,0.0
20260766,no_action,2,2,1.12,0.56,0.0
20260766,reactive,0,2,0.98,0.22,0.54
20260766,reactive,1,2,1.06,0.26,0.54
20260766,reactive,2,2,1.0,0.22,0.56
20260766,snapshot,0,2,1.02,0.12,0.78
20260766,snapshot,1,2,0.92,0.08,0.76
20260766,snapshot,2,2,0.96,0.1,0.76
20260766,satcap,0,2,0.98,0.22,0.54
20260766,satcap,1,2,1.06,0.26,0.54
20260766,satcap,2,2,1.0,0.22,0.56
20260767,no_action,0,2,1.2,0.6,0.0
20260767,no_action,1,2,1.2,0.6,0.0
20260767,no_action,2,2,1.2,0.6,0.0
20260767,reactive,0,2,1.04,0.22,0.6
20260767,reactive,1,2,0.98,0.18,0.62
20260767,reactive,2,2,1.1600000000000001,0.28,0.6
20260767,snapshot,0,2,1.0,0.2,0.6
20260767,snapshot,1,2,1.04,0.22,0.6
20260767,snapshot,2,2,1.1400000000000001,0.28,0.58
20260767,satcap,0,2,1.04,0.22,0.6
20260767,satcap,1,2,0.98,0.18,0.62
20260767,satcap,2,2,1.1600000000000001,0.28,0.6
20260768,no_action,0,2,1.12,0.56,0.0
20260768,no_action,1,2,1.12,0.56,0.0
20260768,no_action,2,2,1.12,0.56,0.0
20260768,reactive,0,2,0.8,0.12,0.56
20260768,reactive,1,2,0.8400000000000001,0.14,0.56
20260768,reactive,2,2,0.8800000000000001,0.16,0.56
20260768,snapshot,0,2,1.3199999999999998,0.48,0.36
20260768,snapshot,1,2,1.24,0.44,0.36
20260768,snapshot,2,2,1.2,0.42,0.36
20260768,satcap,0,2,0.8,0.12,0.56
20260768,satcap,1,2,0.8400000000000001,0.14,0.56
20260768,satcap,2,2,0.8800000000000001,0.16,0.56
20260769,no_action,0,2,1.88,0.94,0.0
20260769,no_action,1,2,1.88,0.94,0.0
20260769,no_action,2,2,1.88,0.94,0.0
20260769,reactive,0,2,1.02,0.04,0.94
20260769,reactive,1,2,1.02,0.04,0.94
20260769,reactive,2,2,1.04,0.06,0.92
20260769,snapshot,0,2,1.06,0.1,0.86
20260769,snapshot,1,2,1.1,0.12,0.86
20260769,snapshot,2,2,1.06,0.1,0.86
20260769,satcap,0,2,1.02,0.04,0.94
20260769,satcap,1,2,1.02,0.04,0.94
20260769,satcap,2,2,1.04,0.06,0.92
20260770,no_action,0,2,1.6,0.8,0.0
20260770,no_action,1,2,1.6,0.8,0.0
20260770,no_action,2,2,1.6,0.8,0.0
20260770,reactive,0,2,0.98,0.08,0.82
20260770,reactive,1,2,1.04,0.12,0.8
20260770,reactive,2,2,1.12,0.16,0.8
20260770,snapshot,0,2,0.9600000000000001,0.08,0.8
20260770,snapshot,1,2,1.04,0.12,0.8
20260770,snapshot,2,2,1.08,0.14,0.8
20260770,satcap,0,2,0.98,0.08,0.82
20260770,satcap,1,2,1.04,0.12,0.8
20260770,satcap,2,2,1.12,0.16,0.8
20260771,no_action,0,2,1.68,0.84,0.0
20260771,no_action,1,2,1.68,0.84,0.0
20260771,no_action,2,2,1.68,0.84,0.0
20260771,reactive,0,2,1.06,0.12,0.82
20260771,reactive,1,2,1.14,0.16,0.82
20260771,reactive,2,2,1.1,0.14,0.82
20260771,snapshot,0,2,1.02,0.06,0.9
20260771,snapshot,1,2,1.06,0.08,0.9
20260771,snapshot,2,2,1.1,0.1,0.9
20260771,satcap,0,2,1.06,0.12,0.82
20260771,satcap,1,2,1.14,0.16,0.82
20260771,satcap,2,2,1.1,0.14,0.82
20260772,no_action,0,2,1.56,0.78,0.0
20260772,no_action,1,2,1.56,0.78,0.0
20260772,no_action,2,2,1.56,0.78,0.0
20260772,reactive,0,2,0.9400000000000001,0.08,0.78
20260772,reactive,1,2,1.02,0.12,0.78
20260772,reactive,2,2,1.04,0.12,0.8
20260772,snapshot,0,2,1.02,0.06,0.9
20260772,snapshot,1,2,1.02,0.06,0.9
20260772,snapshot,2,2,1.0,0.04,0.92
20260772,satcap,0,2,0.9400000000000001,0.08,0.78
20260772,satcap,1,2,1.02,0.12,0.78
20260772,satcap,2,2,1.04,0.12,0.8
20260773,no_action,0,2,1.52,0.76,0.0
20260773,no_action,1,2,1.52,0.76,0.0
20260773,no_action,2,2,1.52,0.76,0.0
20260773,reactive,0,2,0.84,0.04,0.76
20260773,reactive,1,2,0.92,0.08,0.76
20260773,reactive,2,2,1.0,0.12,0.76
20260773,snapshot,0,2,0.8400000000000001,0.02,0.8
20260773,snapshot,1,2,0.92,0.06,0.8
20260773,snapshot,2,2,1.0,0.1,0.8
20260773,satcap,0,2,0.84,0.04,0.76
20260773,satcap,1,2,0.92,0.08,0.76
20260773,satcap,2,2,1.0,0.12,0.76
20260774,no_action,0,2,1.08,0.54,0.0
20260774,no_action,1,2,1.08,0.54,0.0
20260774,no_action,2,2,1.08,0.54,0.0
20260774,reactive,0,2,0.8400000000000001,0.14,0.56
20260774,reactive,1,2,0.9600000000000001,0.2,0.56
20260774,reactive,2,2,0.9,0.18,0.54
20260774,snapshot,0,2,0.92,0.14,0.64
20260774,snapshot,1,2,0.96,0.16,0.64
20260774,snapshot,2,2,1.0,0.18,0.64
20260774,satcap,0,2,0.8400000000000001,0.14,0.56
20260774,satcap,1,2,0.9600000000000001,0.2,0.56
20260774,satcap,2,2,0.9,0.18,0.54
20260775,no_action,0,2,1.2,0.6,0.0
20260775,no_action,1,2,1.2,0.6,0.0
20260775,no_action,2,2,1.2,0.6,0.0
20260775,reactive,0,2,0.86,0.14,0.58
20260775,reactive,1,2,0.98,0.2,0.58
20260775,reactive,2,2,0.94,0.18,0.58
20260775,snapshot,0,2,0.88,0.12,0.64
20260775,snapshot,1,2,0.88,0.12,0.64
20260775,snapshot,2,2,0.8400000000000001,0.1,0.64
20260775,satcap,0,2,0.86,0.14,0.58
20260775,satcap,1,2,0.98,0.2,0.58
20260775,satcap,2,2,0.94,0.18,0.58
20260776,no_action,0,2,1.24,0.62,0.0
20260776,no_action,1,2,1.24,0.62,0.0
20260776,no_action,2,2,1.24,0.62,0.0
20260776,reactive,0,2,0.9,0.14,0.62
20260776,reactive,1,2,0.98,0.18,0.62
20260776,reactive,2,2,1.0,0.2,0.6
20260776,snapshot,0,2,0.96,0.04,0.88
20260776,snapshot,1,2,1.0,0.06,0.88
20260776,snapshot,2,2,1.08,0.1,0.88
20260776,satcap,0,2,0.9,0.14,0.62
20260776,satcap,1,2,0.98,0.18,0.62
20260776,satcap,2,2,1.0,0.2,0.6
20260777,no_action,0,2,1.28,0.64,0.0
20260777,no_action,1,2,1.28,0.64,0.0
20260777,no_action,2,2,1.28,0.64,0.0
20260777,reactive,0,2,0.9,0.14,0.62
20260777,reactive,1,2,0.9,0.14,0.62
20260777,reactive,2,2,1.0,0.18,0.64
20260777,snapshot,0,2,0.94,0.04,0.86
20260777,snapshot,1,2,0.96,0.04,0.88
20260777,snapshot,2,2,1.0,0.06,0.88
20260777,satcap,0,2,0.9,0.14,0.62
20260777,satcap,1,2,0.9,0.14,0.62
20260777,satcap,2,2,1.0,0.18,0.64
20260778,no_action,0,2,1.32,0.66,0.0
20260778,no_action,1,2,1.32,0.66,0.0
20260778,no_action,2,2,1.32,0.66,0.0
20260778,reactive,0,2,0.8200000000000001,0.08,0.66
20260778,reactive,1,2,0.9,0.12,0.66
20260778,reactive,2,2,0.9,0.12,0.66
20260778,snapshot,0,2,0.8,0.1,0.6
20260778,snapshot,1,2,0.88,0.14,0.6
20260778,snapshot,2,2,0.88,0.14,0.6
20260778,satcap,0,2,0.8200000000000001,0.08,0.66
20260778,satcap,1,2,0.9,0.12,0.66
20260778,satcap,2,2,0.9,0.12,0.66
20260779,no_action,0,2,0.6,0.3,0.0
20260779,no_action,1,2,0.6,0.3,0.0
20260779,no_action,2,2,0.6,0.3,0.0
20260779,reactive,0,2,0.54,0.12,0.3
20260779,reactive,1,2,0.6799999999999999,0.18,0.32
20260779,reactive,2,2,0.7,0.18,0.34
20260779,snapshot,0,2,1.0,0.0,1.0
20260779,snapshot,1,2,1.0,0.0,1.0
20260779,snapshot,2,2,1.0,0.0,1.0
20260779,satcap,0,2,1.0,0.0,1.0
20260779,satcap,1,2,1.0,0.0,1.0
20260779,satcap,2,2,1.0,0.0,1.0
20260780,no_action,0,2,0.64,0.32,0.0
20260780,no_action,1,2,0.64,0.32,0.0
20260780,no_action,2,2,0.64,0.32,0.0
20260780,reactive,0,2,0.74,0.22,0.3
20260780,reactive,1,2,0.7,0.2,0.3
20260780,reactive,2,2,0.78,0.24,0.3
20260780,snapshot,0,2,1.0,0.0,1.0
20260780,snapshot,1,2,1.0,0.0,1.0
20260780,snapshot,2,2,1.0,0.0,1.0
20260780,satcap,0,2,0.74,0.22,0.3
20260780,satcap,1,2,0.7,0.2,0.3
20260780,satcap,2,2,0.78,0.24,0.3
20260781,no_action,0,2,1.32,0.66,0.0
20260781,no_action,1,2,1.32,0.66,0.0
20260781,no_action,2,2,1.32,0.66,0.0
20260781,reactive,0,2,0.9400000000000001,0.14,0.66
20260781,reactive,1,2,1.0,0.16,0.68
20260781,reactive,2,2,1.14,0.22,0.7
20260781,snapshot,0,2,1.02,0.08,0.86
20260781,snapshot,1,2,1.0,0.06,0.88
20260781,snapshot,2,2,1.0,0.06,0.88
20260781,satcap,0,2,0.9400000000000001,0.14,0.66
20260781,satcap,1,2,1.0,0.16,0.68
20260781,satcap,2,2,1.14,0.22,0.7
20260782,no_action,0,2,1.12,0.56,0.0
20260782,no_action,1,2,1.12,0.56,0.0
20260782,no_action,2,2,1.12,0.56,0.0
20260782,reactive,0,2,0.8800000000000001,0.16,0.56
20260782,reactive,1,2,0.92,0.18,0.56
20260782,reactive,2,2,1.0,0.22,0.56
20260782,snapshot,0,2,0.94,0.22,0.5
20260782,snapshot,1,2,0.86,0.18,0.5
20260782,snapshot,2,2,1.0,0.24,0.52
20260782,satcap,0,2,0.8800000000000001,0.16,0.56
20260782,satcap,1,2,0.92,0.18,0.56
20260782,satcap,2,2,1.0,0.22,0.56
20260783,no_action,0,2,1.28,0.64,0.0
20260783,no_action,1,2,1.28,0.64,0.0
20260783,no_action,2,2,1.28,0.64,0.0
20260783,reactive,0,2,1.02,0.2,0.62
20260783,reactive,1,2,1.0,0.2,0.6
20260783,reactive,2,2,1.06,0.24,0.58
20260783,snapshot,0,2,1.08,0.3,0.48
20260783,snapshot,1,2,1.1400000000000001,0.34,0.46
20260783,snapshot,2,2,1.12,0.34,0.44
20260783,satcap,0,2,1.02,0.2,0.62
20260783,satcap,1,2,1.0,0.2,0.6
20260783,satcap,2,2,1.06,0.24,0.58
20260784,no_action,0,2,1.16,0.58,0.0
20260784,no_action,1,2,1.16,0.58,0.0
20260784,no_action,2,2,1.16,0.58,0.0
20260784,reactive,0,2,1.04,0.22,0.6
20260784,reactive,1,2,1.0,0.2,0.6
20260784,reactive,2,2,1.02,0.22,0.58
20260784,snapshot,0,2,1.0,0.16,0.68
20260784,snapshot,1,2,0.92,0.12,0.68
20260784,snapshot,2,2,1.0,0.16,0.68
20260784,satcap,0,2,1.04,0.22,0.6
20260784,satcap,1,2,1.0,0.2,0.6
20260784,satcap,2,2,1.02,0.22,0.58
20260785,no_action,0,2,1.24,0.62,0.0
20260785,no_action,1,2,1.24,0.62,0.0
20260785,no_action,2,2,1.24,0.62,0.0
20260785,reactive,0,2,0.88,0.12,0.64
20260785,reactive,1,2,0.92,0.14,0.64
20260785,reactive,2,2,0.98,0.16,0.66
20260785,snapshot,0,2,0.86,0.02,0.82
20260785,snapshot,1,2,0.8999999999999999,0.04,0.82
20260785,snapshot,2,2,0.98,0.08,0.82
20260785,satcap,0,2,0.88,0.12,0.64
20260785,satcap,1,2,0.92,0.14,0.64
20260785,satcap,2,2,0.98,0.16,0.66
20260786,no_action,0,2,1.28,0.64,0.0
20260786,no_action,1,2,1.28,0.64,0.0
20260786,no_action,2,2,1.28,0.64,0.0
20260786,reactive,0,2,0.98,0.18,0.62
20260786,reactive,1,2,1.0,0.2,0.6
20260786,reactive,2,2,1.04,0.22,0.6
20260786,snapshot,0,2,1.06,0.18,0.7
20260786,snapshot,1,2,1.1,0.2,0.7
20260786,snapshot,2,2,0.98,0.14,0.7
20260786,satcap,0,2,0.98,0.18,0.62
20260786,satcap,1,2,1.0,0.2,0.6
20260786,satcap,2,2,1.04,0.22,0.6
20260787,no_action,0,2,1.0,0.5,0.0
20260787,no_action,1,2,1.0,0.5,0.0
20260787,no_action,2,2,1.0,0.5,0.0
20260787,reactive,0,2,0.78,0.14,0.5
20260787,reactive,1,2,0.9,0.2,0.5
20260787,reactive,2,2,0.86,0.18,0.5
20260787,snapshot,0,2,1.02,0.22,0.58
20260787,snapshot,1,2,1.02,0.22,0.58
20260787,snapshot,2,2,1.06,0.24,0.58
20260787,satcap,0,2,0.78,0.14,0.5
20260787,satcap,1,2,0.9,0.2,0.5
20260787,satcap,2,2,0.86,0.18,0.5
20260788,no_action,0,2,0.92,0.46,0.0
20260788,no_action,1,2,0.92,0.46,0.0
20260788,no_action,2,2,0.92,0.46,0.0
20260788,reactive,0,2,0.88,0.2,0.48
20260788,reactive,1,2,0.96,0.24,0.48
20260788,reactive,2,2,1.06,0.28,0.5
20260788,snapshot,0,2,0.94,0.18,0.58
20260788,snapshot,1,2,0.82,0.12,0.58
20260788,snapshot,2,2,1.0,0.2,0.6
20260788,satcap,0,2,0.88,0.2,0.48
20260788,satcap,1,2,0.96,0.24,0.48
20260788,satcap,2,2,1.06,0.28,0.5
20260789,no_action,0,2,1.04,0.52,0.0
20260789,no_action,1,2,1.04,0.52,0.0
20260789,no_action,2,2,1.04,0.52,0.0
20260789,reactive,0,2,0.8,0.14,0.52
20260789,reactive,1,2,1.0,0.24,0.52
20260789,reactive,2,2,1.04,0.26,0.52
20260789,snapshot,0,2,0.84,0.04,0.76
20260789,snapshot,1,2,0.86,0.04,0.78
20260789,snapshot,2,2,0.9,0.06,0.78
20260789,satcap,0,2,0.8,0.14,0.52
20260789,satcap,1,2,1.0,0.24,0.52
20260789,satcap,2,2,1.04,0.26,0.52
20260790,no_action,0,2,1.52,0.76,0.0
20260790,no_action,1,2,1.52,0.76,0.0
20260790,no_action,2,2,1.52,0.76,0.0
20260790,reactive,0,2,0.86,0.06,0.74
20260790,reactive,1,2,0.9199999999999999,0.1,0.72
20260790,reactive,2,2,1.0,0.14,0.72
20260790,snapshot,0,2,0.9400000000000001,0.08,0.78
20260790,snapshot,1,2,0.92,0.08,0.76
20260790,snapshot,2,2,0.9,0.08,0.74
20260790,satcap,0,2,0.86,0.06,0.74
20260790,satcap,1,2,0.9199999999999999,0.1,0.72
20260790,satcap,2,2,1.0,0.14,0.72
20260791,no_action,0,2,1.16,0.58,0.0
20260791,no_action,1,2,1.16,0.58,0.0
20260791,no_action,2,2,1.16,0.58,0.0
20260791,reactive,0,2,0.88,0.14,0.6
20260791,reactive,1,2,0.9199999999999999,0.16,0.6
20260791,reactive,2,2,0.96,0.18,0.6
20260791,snapshot,0,2,0.8999999999999999,0.16,0.58
20260791,snapshot,1,2,0.88,0.14,0.6
20260791,snapshot,2,2,0.94,0.16,0.62
20260791,satcap,0,2,0.88,0.14,0.6
20260791,satcap,1,2,0.9199999999999999,0.16,0.6
20260791,satcap,2,2,0.96,0.18,0.6
20260792,no_action,0,2,1.04,0.52,0.0
20260792,no_action,1,2,1.04,0.52,0.0
20260792,no_action,2,2,1.04,0.52,0.0
20260792,reactive,0,2,1.02,0.26,0.5
20260792,reactive,1,2,1.02,0.26,0.5
20260792,reactive,2,2,0.98,0.24,0.5
20260792,snapshot,0,2,1.02,0.26,0.5
20260792,snapshot,1,2,0.94,0.22,0.5
20260792,snapshot,2,2,0.98,0.24,0.5
20260792,satcap,0,2,1.02,0.26,0.5
20260792,satcap,1,2,1.02,0.26,0.5
20260792,satcap,2,2,0.98,0.24,0.5
20260793,no_action,0,2,0.92,0.46,0.0
20260793,no_action,1,2,0.92,0.46,0.0
20260793,no_action,2,2,0.92,0.46,0.0
20260793,reactive,0,2,0.8200000000000001,0.18,0.46
20260793,reactive,1,2,0.88,0.2,0.48
20260793,reactive,2,2,0.94,0.24,0.46
20260793,snapshot,0,2,0.88,0.02,0.84
20260793,snapshot,1,2,0.96,0.06,0.84
20260793,snapshot,2,2,0.98,0.06,0.86
20260793,satcap,0,2,0.8200000000000001,0.18,0.46
20260793,satcap,1,2,0.88,0.2,0.48
20260793,satcap,2,2,0.94,0.24,0.46
20260794,no_action,0,2,0.8,0.4,0.0
20260794,no_action,1,2,0.8,0.4,0.0
20260794,no_action,2,2,0.8,0.4,0.0
20260794,reactive,0,2,0.78,0.2,0.38
20260794,reactive,1,2,0.88,0.26,0.36
20260794,reactive,2,2,0.88,0.26,0.36
20260794,snapshot,0,2,0.76,0.24,0.28
20260794,snapshot,1,2,0.92,0.32,0.28
20260794,snapshot,2,2,0.72,0.22,0.28
20260794,satcap,0,2,0.78,0.2,0.38
20260794,satcap,1,2,0.88,0.26,0.36
20260794,satcap,2,2,0.88,0.26,0.36
20260795,no_action,0,2,1.32,0.66,0.0
20260795,no_action,1,2,1.32,0.66,0.0
20260795,no_action,2,2,1.32,0.66,0.0
20260795,reactive,0,2,0.92,0.14,0.64
20260795,reactive,1,2,1.0,0.18,0.64
20260795,reactive,2,2,1.06,0.22,0.62
20260795,snapshot,0,2,0.96,0.16,0.64
20260795,snapshot,1,2,0.92,0.14,0.64
20260795,snapshot,2,2,0.98,0.18,0.62
20260795,satcap,0,2,0.92,0.14,0.64
20260795,satcap,1,2,1.0,0.18,0.64
20260795,satcap,2,2,1.06,0.22,0.62
20260796,no_action,0,2,1.8,0.9,0.0
20260796,no_action,1,2,1.8,0.9,0.0
20260796,no_action,2,2,1.8,0.9,0.0
20260796,reactive,0,2,1.06,0.08,0.9
20260796,reactive,1,2,1.02,0.06,0.9
20260796,reactive,2,2,1.06,0.08,0.9
20260796,snapshot,0,2,1.0,0.02,0.96
20260796,snapshot,1,2,1.0,0.02,0.96
20260796,snapshot,2,2,1.04,0.04,0.96
20260796,satcap,0,2,1.06,0.08,0.9
20260796,satcap,1,2,1.02,0.06,0.9
20260796,satcap,2,2,1.06,0.08,0.9
20260797,no_action,0,2,1.12,0.56,0.0
20260797,no_action,1,2,1.12,0.56,0.0
20260797,no_action,2,2,1.12,0.56,0.0
20260797,reactive,0,2,0.74,0.1,0.54
20260797,reactive,1,2,0.78,0.12,0.54
20260797,reactive,2,2,0.8,0.14,0.52
20260797,snapshot,0,2,0.7799999999999999,0.04,0.7
20260797,snapshot,1,2,0.8800000000000001,0.1,0.68
20260797,snapshot,2,2,0.8600000000000001,0.1,0.66
20260797,satcap,0,2,0.74,0.1,0.54
20260797,satcap,1,2,0.78,0.12,0.54
20260797,satcap,2,2,0.8,0.14,0.52
20260798,no_action,0,2,1.0,0.5,0.0
20260798,no_action,1,2,1.0,0.5,0.0
20260798,no_action,2,2,1.0,0.5,0.0
20260798,reactive,0,2,0.74,0.12,0.5
20260798,reactive,1,2,0.84,0.18,0.48
20260798,reactive,2,2,0.8200000000000001,0.18,0.46
20260798,snapshot,0,2,0.8,0.06,0.68
20260798,snapshot,1,2,0.82,0.06,0.7
20260798,snapshot,2,2,0.7799999999999999,0.04,0.7
20260798,satcap,0,2,0.74,0.12,0.5
20260798,satcap,1,2,0.84,0.18,0.48
20260798,satcap,2,2,0.8200000000000001,0.18,0.46
20260799,no_action,0,2,1.12,0.56,0.0
20260799,no_action,1,2,1.12,0.56,0.0
20260799,no_action,2,2,1.12,0.56,0.0
20260799,reactive,0,2,0.8,0.12,0.56
20260799,reactive,1,2,0.8600000000000001,0.16,0.54
20260799,reactive,2,2,0.9400000000000001,0.2,0.54
20260799,snapshot,0,2,1.36,0.46,0.44
20260799,snapshot,1,2,1.3,0.42,0.46
20260799,snapshot,2,2,1.28,0.4,0.48
20260799,satcap,0,2,0.8,0.12,0.56
20260799,satcap,1,2,0.8600000000000001,0.16,0.54
20260799,satcap,2,2,0.9400000000000001,0.2,0.54
20260800,no_action,0,2,1.28,0.64,0.0
20260800,no_action,1,2,1.28,0.64,0.0
20260800,no_action,2,2,1.28,0.64,0.0
20260800,reactive,0,2,0.8400000000000001,0.1,0.64
20260800,reactive,1,2,0.86,0.12,0.62
20260800,reactive,2,2,0.94,0.16,0.62
20260800,snapshot,0,2,0.8800000000000001,0.16,0.56
20260800,snapshot,1,2,0.8800000000000001,0.16,0.56
20260800,snapshot,2,2,0.94,0.18,0.58
20260800,satcap,0,2,0.8400000000000001,0.1,0.64
20260800,satcap,1,2,0.86,0.12,0.62
20260800,satcap,2,2,0.94,0.16,0.62
20260801,no_action,0,2,0.84,0.42,0.0
20260801,no_action,1,2,0.84,0.42,0.0
20260801,no_action,2,2,0.84,0.42,0.0
20260801,reactive,0,2,0.6,0.08,0.44
20260801,reactive,1,2,0.7,0.12,0.46
20260801,reactive,2,2,0.76,0.14,0.48
20260801,snapshot,0,2,0.8400000000000001,0.02,0.8
20260801,snapshot,1,2,0.8400000000000001,0.02,0.8
20260801,snapshot,2,2,0.8400000000000001,0.02,0.8
20260801,satcap,0,2,0.6,0.08,0.44
20260801,satcap,1,2,0.7,0.12,0.46
20260801,satcap,2,2,0.76,0.14,0.48
20260802,no_action,0,2,1.6,0.8,0.0
20260802,no_action,1,2,1.6,0.8,0.0
20260802,no_action,2,2,1.6,0.8,0.0
20260802,reactive,0,2,1.04,0.12,0.8
20260802,reactive,1,2,1.1,0.14,0.82
20260802,reactive,2,2,1.16,0.16,0.84
20260802,snapshot,0,2,1.38,0.44,0.5
20260802,snapshot,1,2,1.32,0.4,0.52
20260802,snapshot,2,2,1.3399999999999999,0.42,0.5
20260802,satcap,0,2,1.04,0.12,0.8
20260802,satcap,1,2,1.1,0.14,0.82
20260802,satcap,2,2,1.16,0.16,0.84
20260803,no_action,0,2,1.16,0.58,0.0
20260803,no_action,1,2,1.16,0.58,0.0
20260803,no_action,2,2,1.16,0.58,0.0
20260803,reactive,0,2,0.86,0.14,0.58
20260803,reactive,1,2,0.8800000000000001,0.16,0.56
20260803,reactive,2,2,0.92,0.18,0.56
20260803,snapshot,0,2,1.06,0.16,0.74
20260803,snapshot,1,2,1.0,0.12,0.76
20260803,snapshot,2,2,0.92,0.08,0.76
20260803,satcap,0,2,0.8,0.1,0.6
20260803,satcap,1,2,0.86,0.14,0.58
20260803,satcap,2,2,0.98,0.2,0.58
20260804,no_action,0,2,1.48,0.74,0.0
20260804,no_action,1,2,1.48,0.74,0.0
20260804,no_action,2,2,1.48,0.74,0.0
20260804,reactive,0,2,1.1400000000000001,0.2,0.74
20260804,reactive,1,2,1.1,0.18,0.74
20260804,reactive,2,2,1.04,0.14,0.76
20260804,snapshot,0,2,1.0,0.12,0.76
20260804,snapshot,1,2,0.98,0.1,0.78
20260804,snapshot,2,2,1.06,0.14,0.78
20260804,satcap,0,2,1.1400000000000001,0.2,0.74
20260804,satcap,1,2,1.1,0.18,0.74
20260804,satcap,2,2,1.04,0.14,0.76
20260805,no_action,0,2,1.52,0.76,0.0
20260805,no_action,1,2,1.52,0.76,0.0
20260805,no_action,2,2,1.52,0.76,0.0
20260805,reactive,0,2,1.06,0.16,0.74
20260805,reactive,1,2,1.04,0.14,0.76
20260805,reactive,2,2,1.1,0.18,0.74
20260805,snapshot,0,2,1.1,0.22,0.66
20260805,snapshot,1,2,1.1600000000000001,0.26,0.64
20260805,snapshot,2,2,1.1600000000000001,0.26,0.64
20260805,satcap,0,2,1.06,0.16,0.74
20260805,satcap,1,2,1.04,0.14,0.76
20260805,satcap,2,2,1.1,0.18,0.74
20260806,no_action,0,2,0.92,0.46,0.0
20260806,no_action,1,2,0.92,0.46,0.0
20260806,no_action,2,2,0.92,0.46,0.0
20260806,reactive,0,2,0.9,0.22,0.46
20260806,reactive,1,2,0.98,0.26,0.46
20260806,reactive,2,2,1.04,0.3,0.44
20260806,snapshot,0,2,0.8200000000000001,0.2,0.42
20260806,snapshot,1,2,0.86,0.22,0.42
